FilePath,Severity,ControlName,FailedResources,AllResources,ComplianceScore
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-cni/templates/configmap-cni.yaml,High,Applications credentials in configuration files,2,4,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-cni/templates/configmap-cni.yaml,Medium,Cluster internal networking,15,15,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-cni/templates/configmap-cni.yaml,High,Secret/etcd encryption enabled,4,4,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-cni/templates/._configmap-cni.yaml,High,Applications credentials in configuration files,14,16,12.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-cni/templates/._configmap-cni.yaml,Medium,Cluster internal networking,0,3,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-cni/templates/._configmap-cni.yaml,High,Secret/etcd encryption enabled,0,4,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/deployment.yaml,High,Applications credentials in configuration files,3,11,72.73
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/deployment.yaml,Medium,Cluster internal networking,11,15,26.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/deployment.yaml,High,Secret/etcd encryption enabled,1,13,92.31
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/._deployment.yaml,High,Applications credentials in configuration files,11,14,21.43
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/._deployment.yaml,Medium,Cluster internal networking,8,19,57.89
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/._deployment.yaml,High,Secret/etcd encryption enabled,4,19,78.95
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/clusterrole_binding.yaml,High,Applications credentials in configuration files,12,15,20.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/clusterrole_binding.yaml,Medium,Cluster internal networking,1,6,83.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/clusterrole_binding.yaml,High,Secret/etcd encryption enabled,4,16,75.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/._clusterrole_binding.yaml,High,Applications credentials in configuration files,8,11,27.27
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/._clusterrole_binding.yaml,Medium,Cluster internal networking,5,10,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/._clusterrole_binding.yaml,High,Secret/etcd encryption enabled,10,14,28.57
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/service_account.yaml,High,Applications credentials in configuration files,2,4,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/service_account.yaml,Medium,Cluster internal networking,2,12,83.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/service_account.yaml,High,Secret/etcd encryption enabled,1,15,93.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/._service_account.yaml,High,Applications credentials in configuration files,1,20,95.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/._service_account.yaml,Medium,Cluster internal networking,1,18,94.44
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/._service_account.yaml,High,Secret/etcd encryption enabled,6,16,62.5
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/clusterrole.yaml,High,Applications credentials in configuration files,6,10,40.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/clusterrole.yaml,Medium,Cluster internal networking,14,20,30.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/clusterrole.yaml,High,Secret/etcd encryption enabled,12,14,14.29
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/._clusterrole.yaml,High,Applications credentials in configuration files,1,3,66.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/._clusterrole.yaml,Medium,Cluster internal networking,1,7,85.71
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/istio-operator/templates/._clusterrole.yaml,High,Secret/etcd encryption enabled,2,4,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/base/templates/reader-serviceaccount.yaml,High,Applications credentials in configuration files,0,4,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/base/templates/reader-serviceaccount.yaml,Medium,Cluster internal networking,8,15,46.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/base/templates/reader-serviceaccount.yaml,High,Secret/etcd encryption enabled,3,19,84.21
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/base/templates/._reader-serviceaccount.yaml,High,Applications credentials in configuration files,16,20,20.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/base/templates/._reader-serviceaccount.yaml,Medium,Cluster internal networking,2,3,33.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/base/templates/._reader-serviceaccount.yaml,High,Secret/etcd encryption enabled,10,11,9.09
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/gateway/templates/deployment.yaml,High,Applications credentials in configuration files,8,8,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/gateway/templates/deployment.yaml,Medium,Cluster internal networking,15,18,16.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/gateway/templates/deployment.yaml,High,Secret/etcd encryption enabled,8,10,20.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/gateway/templates/._deployment.yaml,High,Applications credentials in configuration files,6,9,33.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/gateway/templates/._deployment.yaml,Medium,Cluster internal networking,8,9,11.11
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/gateway/templates/._deployment.yaml,High,Secret/etcd encryption enabled,3,5,40.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/gateway/templates/role.yaml,High,Applications credentials in configuration files,3,11,72.73
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/gateway/templates/role.yaml,Medium,Cluster internal networking,1,7,85.71
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/gateway/templates/role.yaml,High,Secret/etcd encryption enabled,6,7,14.29
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/gateway/templates/._role.yaml,High,Applications credentials in configuration files,11,12,8.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/gateway/templates/._role.yaml,Medium,Cluster internal networking,8,8,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/gateway/templates/._role.yaml,High,Secret/etcd encryption enabled,6,12,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/gateway/templates/poddisruptionbudget.yaml,High,Applications credentials in configuration files,2,12,83.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/gateway/templates/poddisruptionbudget.yaml,Medium,Cluster internal networking,1,3,66.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/gateway/templates/poddisruptionbudget.yaml,High,Secret/etcd encryption enabled,4,16,75.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/gateway/templates/._poddisruptionbudget.yaml,High,Applications credentials in configuration files,11,14,21.43
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/gateway/templates/._poddisruptionbudget.yaml,Medium,Cluster internal networking,13,19,31.58
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/gateway/templates/._poddisruptionbudget.yaml,High,Secret/etcd encryption enabled,1,9,88.89
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/gateway/templates/serviceaccount.yaml,High,Applications credentials in configuration files,12,12,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/gateway/templates/serviceaccount.yaml,Medium,Cluster internal networking,1,11,90.91
/tmp/kubescape_1itf8sji/YAMLfiles/repos/istio/manifests/charts/gateway/templates/serviceaccount.yaml,High,Secret/etcd encryption enabled,1,17,94.12
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/gateway/templates/._serviceaccount.yaml,High,Applications credentials in configuration files,9,15,40.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/gateway/templates/._serviceaccount.yaml,Medium,Cluster internal networking,5,15,66.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/istio/manifests/charts/gateway/templates/._serviceaccount.yaml,High,Secret/etcd encryption enabled,12,14,14.29
/tmp/kubescape_1itf8sji/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/datahub-system-update-job.yml,High,Applications credentials in configuration files,12,14,14.29
/tmp/kubescape_1itf8sji/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/datahub-system-update-job.yml,Medium,Cluster internal networking,0,12,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/datahub-system-update-job.yml,High,Secret/etcd encryption enabled,6,8,25.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/._datahub-system-update-job.yml,High,Applications credentials in configuration files,10,10,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/._datahub-system-update-job.yml,Medium,Cluster internal networking,5,14,64.29
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/._datahub-system-update-job.yml,High,Secret/etcd encryption enabled,5,20,75.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/datahub-cleanup-job-template.yml,High,Applications credentials in configuration files,3,12,75.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/datahub-cleanup-job-template.yml,Medium,Cluster internal networking,0,3,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/datahub-cleanup-job-template.yml,High,Secret/etcd encryption enabled,12,18,33.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/._datahub-cleanup-job-template.yml,High,Applications credentials in configuration files,6,12,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/._datahub-cleanup-job-template.yml,Medium,Cluster internal networking,4,11,63.64
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/._datahub-cleanup-job-template.yml,High,Secret/etcd encryption enabled,18,19,5.26
/tmp/kubescape_1itf8sji/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/datahub-nocode-migration-job.yml,High,Applications credentials in configuration files,16,19,15.79
/tmp/kubescape_1itf8sji/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/datahub-nocode-migration-job.yml,Medium,Cluster internal networking,1,3,66.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/datahub-nocode-migration-job.yml,High,Secret/etcd encryption enabled,2,6,66.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/._datahub-nocode-migration-job.yml,High,Applications credentials in configuration files,8,10,20.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/._datahub-nocode-migration-job.yml,Medium,Cluster internal networking,16,19,15.79
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/._datahub-nocode-migration-job.yml,High,Secret/etcd encryption enabled,4,8,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/datahub-restore-indices-job-template.yml,High,Applications credentials in configuration files,11,13,15.38
/tmp/kubescape_1itf8sji/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/datahub-restore-indices-job-template.yml,Medium,Cluster internal networking,7,7,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/datahub-restore-indices-job-template.yml,High,Secret/etcd encryption enabled,2,4,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/._datahub-restore-indices-job-template.yml,High,Applications credentials in configuration files,2,4,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/._datahub-restore-indices-job-template.yml,Medium,Cluster internal networking,2,4,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/datahub-helm/charts/datahub/templates/datahub-upgrade/._datahub-restore-indices-job-template.yml,High,Secret/etcd encryption enabled,3,10,70.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/shifu/pkg/k8s/crd/install/shifu_install.yml,High,Applications credentials in configuration files,3,9,66.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/shifu/pkg/k8s/crd/install/shifu_install.yml,Medium,Cluster internal networking,3,14,78.57
/tmp/kubescape_1itf8sji/YAMLfiles/repos/shifu/pkg/k8s/crd/install/shifu_install.yml,High,Secret/etcd encryption enabled,8,19,57.89
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/shifu/pkg/k8s/crd/install/._shifu_install.yml,High,Applications credentials in configuration files,11,13,15.38
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/shifu/pkg/k8s/crd/install/._shifu_install.yml,Medium,Cluster internal networking,3,6,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/shifu/pkg/k8s/crd/install/._shifu_install.yml,High,Secret/etcd encryption enabled,2,10,80.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/shifu/pkg/k8s/crd/install/config_sa.yaml,High,Applications credentials in configuration files,0,6,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/shifu/pkg/k8s/crd/install/config_sa.yaml,Medium,Cluster internal networking,5,6,16.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/shifu/pkg/k8s/crd/install/config_sa.yaml,High,Secret/etcd encryption enabled,16,17,5.88
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/shifu/pkg/k8s/crd/install/._config_sa.yaml,High,Applications credentials in configuration files,3,17,82.35
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/shifu/pkg/k8s/crd/install/._config_sa.yaml,Medium,Cluster internal networking,1,20,95.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/shifu/pkg/k8s/crd/install/._config_sa.yaml,High,Secret/etcd encryption enabled,3,9,66.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/shifu/pkg/k8s/crd/install/config_default.yaml,High,Applications credentials in configuration files,5,5,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/shifu/pkg/k8s/crd/install/config_default.yaml,Medium,Cluster internal networking,7,9,22.22
/tmp/kubescape_1itf8sji/YAMLfiles/repos/shifu/pkg/k8s/crd/install/config_default.yaml,High,Secret/etcd encryption enabled,2,9,77.78
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/shifu/pkg/k8s/crd/install/._config_default.yaml,High,Applications credentials in configuration files,10,15,33.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/shifu/pkg/k8s/crd/install/._config_default.yaml,Medium,Cluster internal networking,0,10,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/shifu/pkg/k8s/crd/install/._config_default.yaml,High,Secret/etcd encryption enabled,1,16,93.75
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/azure/reconcile-patch.yaml,High,Applications credentials in configuration files,0,5,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/azure/reconcile-patch.yaml,Medium,Cluster internal networking,15,19,21.05
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/azure/reconcile-patch.yaml,High,Secret/etcd encryption enabled,6,13,53.85
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/azure/._reconcile-patch.yaml,High,Applications credentials in configuration files,3,6,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/azure/._reconcile-patch.yaml,Medium,Cluster internal networking,13,19,31.58
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/azure/._reconcile-patch.yaml,High,Secret/etcd encryption enabled,16,20,20.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/azure/config-patches.yaml,High,Applications credentials in configuration files,0,3,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/azure/config-patches.yaml,Medium,Cluster internal networking,3,8,62.5
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/azure/config-patches.yaml,High,Secret/etcd encryption enabled,0,3,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/azure/._config-patches.yaml,High,Applications credentials in configuration files,2,6,66.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/azure/._config-patches.yaml,Medium,Cluster internal networking,3,16,81.25
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/azure/._config-patches.yaml,High,Secret/etcd encryption enabled,4,20,80.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/gcp/reconcile-patch.yaml,High,Applications credentials in configuration files,0,19,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/gcp/reconcile-patch.yaml,Medium,Cluster internal networking,6,10,40.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/gcp/reconcile-patch.yaml,High,Secret/etcd encryption enabled,7,13,46.15
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/gcp/._reconcile-patch.yaml,High,Applications credentials in configuration files,8,18,55.56
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/gcp/._reconcile-patch.yaml,Medium,Cluster internal networking,9,12,25.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/gcp/._reconcile-patch.yaml,High,Secret/etcd encryption enabled,5,6,16.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/gcp/config-patches.yaml,High,Applications credentials in configuration files,0,16,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/gcp/config-patches.yaml,Medium,Cluster internal networking,6,9,33.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/gcp/config-patches.yaml,High,Secret/etcd encryption enabled,9,14,35.71
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/gcp/._config-patches.yaml,High,Applications credentials in configuration files,2,14,85.71
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/gcp/._config-patches.yaml,Medium,Cluster internal networking,0,4,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/gcp/._config-patches.yaml,High,Secret/etcd encryption enabled,9,12,25.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/reconcile-patch.yaml,High,Applications credentials in configuration files,0,5,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/reconcile-patch.yaml,Medium,Cluster internal networking,18,19,5.26
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/reconcile-patch.yaml,High,Secret/etcd encryption enabled,1,12,91.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/._reconcile-patch.yaml,High,Applications credentials in configuration files,9,20,55.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/._reconcile-patch.yaml,Medium,Cluster internal networking,3,10,70.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/._reconcile-patch.yaml,High,Secret/etcd encryption enabled,15,15,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/kustomization.yaml,High,Applications credentials in configuration files,13,13,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/kustomization.yaml,Medium,Cluster internal networking,1,3,66.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/kustomization.yaml,High,Secret/etcd encryption enabled,6,16,62.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/._kustomization.yaml,High,Applications credentials in configuration files,2,8,75.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/._kustomization.yaml,Medium,Cluster internal networking,9,9,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/._kustomization.yaml,High,Secret/etcd encryption enabled,4,19,78.95
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/config-patches.yaml,High,Applications credentials in configuration files,1,5,80.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/config-patches.yaml,Medium,Cluster internal networking,8,17,52.94
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/config-patches.yaml,High,Secret/etcd encryption enabled,5,13,61.54
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/._config-patches.yaml,High,Applications credentials in configuration files,2,16,87.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/._config-patches.yaml,Medium,Cluster internal networking,2,5,60.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/aws/._config-patches.yaml,High,Secret/etcd encryption enabled,2,4,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/kustomization.yaml,High,Applications credentials in configuration files,6,7,14.29
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/kustomization.yaml,Medium,Cluster internal networking,2,4,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/kustomization.yaml,High,Secret/etcd encryption enabled,2,3,33.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/._kustomization.yaml,High,Applications credentials in configuration files,7,10,30.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/._kustomization.yaml,Medium,Cluster internal networking,13,15,13.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/._kustomization.yaml,High,Secret/etcd encryption enabled,1,16,93.75
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/sync.yaml,High,Applications credentials in configuration files,3,19,84.21
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/sync.yaml,Medium,Cluster internal networking,5,6,16.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/sync.yaml,High,Secret/etcd encryption enabled,6,7,14.29
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/._sync.yaml,High,Applications credentials in configuration files,0,3,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/._sync.yaml,Medium,Cluster internal networking,0,9,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/._sync.yaml,High,Secret/etcd encryption enabled,6,19,68.42
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/kubectl-patch.yaml,High,Applications credentials in configuration files,6,14,57.14
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/kubectl-patch.yaml,Medium,Cluster internal networking,2,15,86.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/kubectl-patch.yaml,High,Secret/etcd encryption enabled,3,3,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/._kubectl-patch.yaml,High,Applications credentials in configuration files,7,7,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/flux2/manifests/integrations/registry-credentials-sync/_base/._kubectl-patch.yaml,Medium,Cluster internal networking,2,5,60.0
